name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A133.T,A134.T,A140.T,A144.T,A152.T,A133.N,A134.N,A140.N,A144.N,A152.N
ENSG00000175928,LRRN1,165.6,153.2,12.4,0.081,-3.6,0.0032,1,0.0075,61,180,504,20,21,41,27,6,7,10,12
ENSG00000157653,C9orf43,34.8,28.2,6.6,0.24,-2.1,0.0032,1,0.0075,61,29,15,22,59,16,7,12,9,4,1
ENSG00000204745,ENSG00000204745,63.2,42,21.2,0.5,-1,0.0032,1,0.0075,61,36,55,40,33,46,23,21,17,18,27
ENSG00000182810,DDX28,806,284.8,521.2,1.832,0.9,0.0032,1,0.0075,61,225,208,420,315,256,553,550,558,555,390
ENSG00000060140,STYK1,510,449,61,0.136,-2.9,0.0032,1,0.0075,61,188,88,984,590,395,21,23,22,105,134
ENSG00000223522,ENSG00000223522,48.2,15,33.2,2.239,1.2,0.0032,1,0.0075,61,15,8,18,14,20,43,23,30,38,32
ENSG00000172578,KLHL6,3560.6,1252,2308.6,1.843,0.9,0.0032,1,0.0075,61,1794,1527,1052,679,1208,2395,2614,2482,1991,2061
ENSG00000059588,TARBP1,5043.2,3162.4,1880.8,0.595,-0.7,0.0032,1,0.0075,61,2600,2996,4337,3644,2235,2225,2211,1651,1679,1638
ENSG00000154309,DISP1,419.4,311.8,107.6,0.345,-1.5,0.0032,1,0.0075,61,421,355,272,72,439,107,109,112,124,86
ENSG00000281571,ENSG00000281571,70.4,19,51.4,2.74,1.5,0.0032,1,0.0075,61,10,17,18,39,11,40,48,70,46,53
ENSG00000166819,PLIN1,51,39.8,11.2,0.289,-1.8,0.0032,1,0.0075,61,37,27,41,50,44,2,10,22,6,16
ENSG00000162888,IKBKE-AS1,142.4,43,99.4,2.304,1.2,0.0032,1,0.0075,61,33,52,26,51,53,63,135,84,97,118
ENSG00000177409,SAMD9L,4556.4,1274.4,3282,2.573,1.4,0.0032,1,0.0075,61,1645,1991,1448,544,744,2300,2060,4444,3647,3959
ENSG00000106086,PLEKHA8,958.6,642.8,315.8,0.492,-1,0.0032,1,0.0075,61,311,616,542,766,979,295,343,280,322,339
ENSG00000164764,SBSPON,140.6,114.2,26.4,0.233,-2.1,0.0032,1,0.0075,61,264,95,38,142,32,33,18,26,33,22
ENSG00000119929,CUTC,894.8,328,566.8,1.728,0.8,0.0032,1,0.0076,61,405,339,386,308,202,518,567,621,621,507
ENSG00000120029,ARMH3,2271.6,841.4,1430.2,1.699,0.8,0.0032,1,0.0076,61,1198,1018,749,568,674,1396,1422,1487,1335,1511
ENSG00000132970,WASF3,117.2,92.4,24.8,0.27,-1.9,0.0032,1,0.0076,61,180,109,44,104,25,19,32,26,31,16
ENSG00000134897,BIVM,530.2,378,152.2,0.403,-1.3,0.0032,1,0.0076,62,496,577,302,385,130,140,173,168,129,151
ENSG00000052749,RRP12,2839.2,992.4,1846.8,1.861,0.9,0.0032,1,0.0076,62,883,856,1368,619,1236,1878,1603,2210,1297,2246
ENSG00000232354,VIPR1-AS1,197.8,43.4,154.4,3.563,1.8,0.0032,1,0.0076,62,48,15,38,99,17,145,175,140,119,193
ENSG00000125812,GZF1,1908.2,638,1270.2,1.991,1,0.0032,1,0.0076,62,715,600,551,581,743,2115,1531,974,837,894
ENSG00000204568,MRPS18B,798.2,490.8,307.4,0.626,-0.7,0.0032,1,0.0076,62,446,539,560,501,408,254,290,369,307,317
ENSG00000172765,TMCC1,1858.4,1109.4,749,0.675,-0.6,0.0032,1,0.0076,62,1042,1287,1148,1185,885,880,725,749,724,667
ENSG00000112146,FBXO9,4361.6,1766,2595.6,1.47,0.6,0.0032,1,0.0076,62,1986,1577,1388,1732,2147,2343,2848,2493,2509,2785
ENSG00000107789,MINPP1,543.6,357.6,186,0.521,-0.9,0.0032,1,0.0076,62,230,485,366,289,418,134,204,184,204,204
ENSG00000172465,TCEAL1,338.8,227,111.8,0.493,-1,0.0032,1,0.0076,62,230,316,253,217,119,103,114,125,115,102
ENSG00000183864,TOB2,2815.6,1810.6,1005,0.555,-0.8,0.0032,1,0.0076,62,2033,1338,1321,1509,2852,862,1065,888,1059,1151
ENSG00000160570,DEDD2,3757.8,1186,2571.8,2.169,1.1,0.0033,1,0.0076,62,903,1044,958,700,2325,3028,2520,2650,2647,2014
ENSG00000284237,LINC02767,48.6,42.6,6,0.142,-2.8,0.0033,1,0.0076,62,96,46,46,19,6,5,13,2,9,1
ENSG00000111203,ITFG2,2329.4,961,1368.4,1.424,0.5,0.0033,1,0.0076,62,1109,954,920,790,1032,1478,1275,1380,1414,1295
ENSG00000101412,E2F1,858.4,640,218.4,0.342,-1.5,0.0033,1,0.0076,62,156,537,1013,696,798,263,274,224,144,187
ENSG00000198890,PRMT6,747.4,508,239.4,0.472,-1.1,0.0033,1,0.0076,62,285,514,595,413,733,149,226,307,290,225
ENSG00000198886,MT-ND4,588953.8,392858,196095.8,0.499,-1,0.0033,1,0.0076,62,375565,261732,380905,335224,610864,189167,233439,156918,208844,192111
ENSG00000144712,CAND2,296.2,235.8,60.4,0.256,-2,0.0033,1,0.0076,62,319,162,318,104,276,56,63,82,91,10
ENSG00000285331,TCF12-DT,87.6,61,26.6,0.441,-1.2,0.0033,1,0.0076,62,64,55,57,95,34,21,33,23,33,23
ENSG00000076770,MBNL3,1900,550.4,1349.6,2.454,1.3,0.0033,1,0.0076,62,446,393,389,307,1217,1381,1223,1331,1434,1379
ENSG00000106261,ZKSCAN1,5759.4,3460.4,2299,0.664,-0.6,0.0033,1,0.0076,62,3505,2784,3811,3488,3714,1707,2246,2241,2595,2706
ENSG00000278993,ENSG00000278993,149.6,40,109.6,2.756,1.5,0.0033,1,0.0077,62,23,31,49,66,31,58,87,116,112,175
ENSG00000104290,FZD3,319.4,233.8,85.6,0.366,-1.5,0.0033,1,0.0077,63,114,243,183,196,433,125,99,68,87,49
ENSG00000182195,LDOC1,850.4,699.2,151.2,0.217,-2.2,0.0033,1,0.0077,63,767,784,1024,68,853,212,115,249,98,82
ENSG00000074621,SLC24A1,838.6,535,303.6,0.568,-0.8,0.0033,1,0.0077,63,675,386,524,454,636,401,312,253,263,289
ENSG00000167700,MFSD3,694,440.6,253.4,0.575,-0.8,0.0033,1,0.0077,63,516,478,371,371,467,170,267,238,299,293
ENSG00000164327,RICTOR,5002.8,1571,3431.8,2.186,1.1,0.0033,1,0.0077,63,785,1031,1598,2716,1725,4404,3586,3258,3255,2656
ENSG00000176209,SMIM19,1029,697,332,0.477,-1.1,0.0033,1,0.0077,63,385,623,450,1080,947,346,349,356,320,289
ENSG00000100522,GNPNAT1,454.6,310.6,144,0.464,-1.1,0.0033,1,0.0077,63,182,305,374,420,272,153,125,187,169,86
ENSG00000004809,SLC22A16,114,14.6,99.4,6.52,2.7,0.0033,1,0.0077,63,5,35,20,3,10,20,165,114,52,146
ENSG00000242574,HLA-DMB,1939.6,525.2,1414.4,2.688,1.4,0.0033,1,0.0077,63,545,868,762,175,276,1492,1220,1534,1217,1609
ENSG00000105819,PMPCB,2963,1212.4,1750.6,1.444,0.5,0.0033,1,0.0077,63,1024,1049,1376,1252,1361,2039,1642,1749,1653,1670
ENSG00000092098,RNF31,2226.8,866.6,1360.2,1.57,0.7,0.0033,1,0.0077,63,883,629,841,846,1134,1111,1288,1418,1480,1504
ENSG00000260135,MMP2-AS1,53,48.2,4.8,0.1,-3.3,0.0033,1,0.0078,63,35,123,30,39,14,0,17,1,5,1
ENSG00000228049,POLR2J2,158,49.4,108.6,2.194,1.1,0.0033,1,0.0078,63,47,52,34,77,37,97,140,83,127,96
ENSG00000108599,AKAP10,2874.6,1099,1775.6,1.616,0.7,0.0033,1,0.0078,63,951,1029,1001,1643,871,1689,1796,1555,1896,1942
ENSG00000178700,DHFR2,439.2,295.8,143.4,0.485,-1,0.0033,1,0.0078,63,263,215,332,406,263,87,132,130,192,176
ENSG00000197170,PSMD12,2249.8,1445,804.8,0.557,-0.8,0.0033,1,0.0078,63,769,1343,1413,1722,1978,899,855,711,785,774
ENSG00000167100,SAMD14,311.6,232.2,79.4,0.341,-1.6,0.0033,1,0.0078,63,279,344,269,131,138,53,126,120,52,46
ENSG00000255857,PXN-AS1,293,88.2,204.8,2.317,1.2,0.0033,1,0.0078,64,129,74,116,73,49,299,147,182,213,183
ENSG00000137628,DDX60,1270.2,430.6,839.6,1.948,1,0.0033,1,0.0078,64,505,613,452,264,319,750,596,1103,875,874
ENSG00000120217,CD274,803.8,677.6,126.2,0.187,-2.4,0.0033,1,0.0078,64,268,313,622,2042,143,98,109,167,161,96
ENSG00000273142,LINC02604,2104.4,1766.6,337.8,0.191,-2.4,0.0033,1,0.0078,64,927,673,418,1189,5626,285,450,286,281,387
ENSG00000112033,PPARD,4088,2425.2,1662.8,0.686,-0.5,0.0033,1,0.0078,64,2559,2331,1910,2937,2389,1701,1896,1729,1521,1467
ENSG00000267767,LINC01801,59.2,15.2,44,2.857,1.5,0.0033,1,0.0078,64,28,13,18,12,5,59,30,47,48,36
ENSG00000215068,ANXA2R-AS1,386.2,128.2,258,2.009,1,0.0033,1,0.0078,64,197,123,111,110,100,209,225,282,221,353
ENSG00000147894,C9orf72,7143.2,1011.4,6131.8,6.066,2.6,0.0033,1,0.0078,64,478,690,328,174,3387,6936,6279,4721,5851,6872
ENSG00000021762,OSBPL5,3867.2,1348.2,2519,1.867,0.9,0.0033,1,0.0078,64,1814,1652,927,903,1445,2502,1615,2751,2908,2819
ENSG00000187049,TMEM216,738.6,492.6,246,0.499,-1,0.0034,1,0.0078,64,448,365,449,344,857,196,254,267,251,262
ENSG00000130813,SHFL,2536.4,832.8,1703.6,2.043,1,0.0034,1,0.0078,64,1369,1083,667,562,483,1606,1562,1982,1814,1554
ENSG00000263002,ZNF234,543.6,373,170.6,0.458,-1.1,0.0034,1,0.0078,64,403,418,328,217,499,96,133,208,209,207
ENSG00000100354,TNRC6B,6024.2,2084.6,3939.6,1.89,0.9,0.0034,1,0.0078,64,1479,1530,1790,2001,3623,4593,4221,3692,3949,3243
ENSG00000177807,KCNJ10,73.8,65.8,8,0.127,-3,0.0034,1,0.0078,64,54,71,128,17,59,1,1,26,3,9
ENSG00000172296,SPTLC3,213.8,194.4,19.4,0.101,-3.3,0.0034,1,0.0078,64,503,194,158,35,82,31,14,36,16,0
ENSG00000120685,PROSER1,3183.8,1320.8,1863,1.41,0.5,0.0034,1,0.0078,64,1167,1526,1433,1189,1289,1901,1978,1620,1819,1997
ENSG00000179094,PER1,21373,3846.6,17526.4,4.557,2.2,0.0034,1,0.0079,64,3198,1052,2932,3529,8522,23917,13135,7118,7667,35795
ENSG00000068615,REEP1,108.8,99.2,9.6,0.096,-3.4,0.0034,1,0.0079,64,228,45,179,21,23,18,7,13,0,10
ENSG00000167333,TRIM68,717.8,451,266.8,0.592,-0.8,0.0034,1,0.0079,64,553,457,373,406,466,215,221,325,314,259
ENSG00000170296,GABARAP,603.6,202.6,401,1.977,1,0.0034,1,0.0079,65,132,237,278,206,160,414,390,316,323,562
ENSG00000213963,ENSG00000213963,280.8,227.8,53,0.233,-2.1,0.0034,1,0.0079,65,165,63,217,603,91,57,50,70,42,46
ENSG00000203724,C1orf53,59,45.8,13.2,0.292,-1.8,0.0034,1,0.0079,65,23,19,78,40,69,18,8,8,12,20
ENSG00000135632,SMYD5,1771.2,1145.2,626,0.547,-0.9,0.0034,1,0.0079,65,998,771,1331,1067,1559,664,618,770,687,391
ENSG00000116604,MEF2D,8185.4,2713.6,5471.8,2.016,1,0.0034,1,0.0079,65,4459,2784,2307,2346,1672,7963,5670,4580,5132,4014
ENSG00000112486,CCR6,48,8.8,39.2,4.444,2.2,0.0034,1,0.0079,65,6,6,27,3,2,36,43,52,26,39
ENSG00000117592,PRDX6,8436.6,5602,2834.6,0.506,-1,0.0034,1,0.0079,65,2945,3906,8415,7166,5578,3332,2819,2968,2446,2608
ENSG00000125457,MIF4GD,1485.8,576.8,909,1.576,0.7,0.0034,1,0.0079,65,555,512,528,806,483,832,878,1005,996,834
ENSG00000225138,SLC9A3-AS1,2111.6,1670,441.6,0.264,-1.9,0.0034,1,0.0079,65,1413,444,696,2767,3030,425,709,267,300,507
ENSG00000170191,NANP,383.4,252.4,131,0.519,-0.9,0.0034,1,0.0079,65,169,224,198,322,349,132,132,139,134,118
ENSG00000109920,FNBP4,8627.6,3479.6,5148,1.479,0.6,0.0034,1,0.0079,65,4325,3176,2714,3565,3618,5836,5039,5044,5332,4489
ENSG00000173456,RNF26,1982,1293.8,688.2,0.532,-0.9,0.0034,1,0.0079,65,774,1100,1286,2121,1188,633,575,751,796,686
ENSG00000042317,SPATA7,275.8,194.6,81.2,0.419,-1.3,0.0034,1,0.0079,65,202,258,152,268,93,96,78,56,67,109
ENSG00000197142,ACSL5,2693.6,676.8,2016.8,2.975,1.6,0.0034,1,0.008,65,1549,593,640,237,365,1926,1666,1778,2290,2424
ENSG00000145945,FAM50B,335.2,247.4,87.8,0.356,-1.5,0.0034,1,0.008,65,199,180,233,454,171,49,56,122,141,71
ENSG00000166171,DPCD,398.2,267.6,130.6,0.488,-1,0.0034,1,0.008,65,205,313,422,195,203,117,140,117,118,161
ENSG00000173264,GPR137,1727.8,1028,699.8,0.681,-0.6,0.0034,1,0.008,65,1141,1083,995,998,923,549,672,737,733,808
ENSG00000171469,ZNF561,1486.4,915.8,570.6,0.623,-0.7,0.0034,1,0.008,65,825,978,822,1221,733,559,549,485,544,716
ENSG00000271344,ENSG00000271344,36.8,27.6,9.2,0.325,-1.6,0.0034,1,0.008,65,47,39,23,11,18,11,14,6,6,9
ENSG00000151923,TIAL1,5660.8,2356.8,3304,1.402,0.5,0.0034,1,0.008,66,2627,2559,2538,2026,2034,3614,3361,3099,3325,3121
ENSG00000140105,WARS1,13331.8,4741.8,8590,1.812,0.9,0.0034,1,0.008,66,3909,3458,6831,4258,5253,9875,5690,10840,7707,8838
ENSG00000136206,SPDYE1,51.4,17.6,33.8,1.948,1,0.0034,1,0.008,66,20,14,19,21,14,33,39,33,38,26
ENSG00000103275,UBE2I,5398.8,2209,3189.8,1.444,0.5,0.0034,1,0.008,66,2129,1836,2450,2063,2567,3765,2960,3375,2947,2902
ENSG00000184898,RBM43,620,181.8,438.2,2.405,1.3,0.0035,1,0.008,66,266,286,115,142,100,600,384,507,336,364
ENSG00000189339,SLC35E2B,5253.6,2112.2,3141.4,1.487,0.6,0.0035,1,0.008,66,2268,2144,2535,1638,1976,2624,2937,3187,3723,3236
ENSG00000154589,LY96,588.6,165,423.6,2.559,1.4,0.0035,1,0.008,66,147,303,158,80,137,457,437,302,278,644
ENSG00000131558,EXOC4,2912.6,1731.8,1180.8,0.682,-0.6,0.0035,1,0.008,66,1549,1548,2200,1899,1463,1143,1112,1125,1252,1272
ENSG00000114446,IFT57,1560,942.8,617.2,0.655,-0.6,0.0035,1,0.008,66,950,755,906,1174,929,642,569,678,508,689
ENSG00000259431,THTPA,444,152.2,291.8,1.919,0.9,0.0035,1,0.008,66,204,129,165,168,95,314,248,254,277,366
ENSG00000141905,NFIC,4473.2,2929.4,1543.8,0.527,-0.9,0.0035,1,0.008,66,4472,3486,2258,2901,1530,1470,1585,1428,1472,1764
ENSG00000271858,ENSG00000271858,56.4,15.6,40.8,2.588,1.4,0.0035,1,0.008,66,24,10,19,15,10,60,36,47,40,21
ENSG00000133318,RTN3,7565.2,2913.4,4651.8,1.597,0.7,0.0035,1,0.008,66,2703,3132,3843,2151,2738,4226,4988,3768,4486,5791
ENSG00000064102,INTS13,1095.8,699.2,396.6,0.568,-0.8,0.0035,1,0.008,66,429,548,752,869,898,355,413,386,412,417
ENSG00000142409,ZNF787,1561.4,645.8,915.6,1.418,0.5,0.0035,1,0.008,66,625,655,698,550,701,865,888,949,896,980
ENSG00000125445,MRPS7,2193.4,1354,839.4,0.62,-0.7,0.0035,1,0.008,66,846,1350,1590,1472,1512,709,773,918,908,889
ENSG00000091157,WDR7,1551.8,611.4,940.4,1.538,0.6,0.0035,1,0.008,66,519,788,661,540,549,938,905,873,1124,862
ENSG00000215769,ARHGAP27P1-BPTFP1-KPNA2P3,525.2,165.4,359.8,2.172,1.1,0.0035,1,0.008,66,208,146,97,262,114,333,391,266,364,445
ENSG00000279118,ENSG00000279118,56.4,48.6,7.8,0.161,-2.6,0.0035,1,0.008,66,72,115,20,11,25,11,8,14,5,1
ENSG00000198838,RYR3,579,459.2,119.8,0.261,-1.9,0.0035,1,0.008,66,359,222,169,1272,274,126,125,102,146,100
ENSG00000083845,RPS5,24528.4,9239.4,15289,1.655,0.7,0.0035,1,0.0081,66,7624,9355,9954,7568,11696,15220,18960,17402,14040,10823
ENSG00000213468,FIRRE,224.8,159.6,65.2,0.409,-1.3,0.0035,1,0.0081,66,133,125,117,174,249,70,68,105,40,43
ENSG00000118402,ELOVL4,115.2,97.8,17.4,0.181,-2.5,0.0035,1,0.0081,66,20,83,35,90,261,7,27,19,22,12
ENSG00000177119,ANO6,5123.6,2059.6,3064,1.487,0.6,0.0035,1,0.0081,67,1867,2685,1940,2164,1642,3422,3266,2724,2932,2976
ENSG00000237036,ZEB1-AS1,210,160.2,49.8,0.313,-1.7,0.0035,1,0.0081,67,101,117,268,266,49,44,44,59,63,39
ENSG00000266680,ENSG00000266680,26.2,21.8,4.4,0.214,-2.2,0.0035,1,0.0081,67,32,15,29,22,11,2,14,3,2,1
ENSG00000177200,CHD9,3257.4,1352.4,1905,1.409,0.5,0.0035,1,0.0081,67,1194,1267,1422,1592,1287,2075,1807,1658,1979,2006
ENSG00000136045,PWP1,2146.6,1290,856.6,0.664,-0.6,0.0035,1,0.0081,67,948,1328,1604,1361,1209,859,765,902,929,828
ENSG00000198331,HYLS1,240.4,182.6,57.8,0.318,-1.7,0.0035,1,0.0081,67,74,162,83,376,218,44,48,69,68,60
ENSG00000115839,RAB3GAP1,3152.6,1879.4,1273.2,0.678,-0.6,0.0035,1,0.0081,67,1582,1894,1556,2117,2248,1385,1312,1329,1282,1058
ENSG00000126432,PRDX5,5451.2,3283.4,2167.8,0.66,-0.6,0.0035,1,0.0081,67,2933,2817,4142,3913,2612,2041,2107,2157,2045,2489
ENSG00000120800,UTP20,1558.2,1007.2,551,0.547,-0.9,0.0035,1,0.0081,67,757,976,1013,688,1602,675,538,527,554,461
ENSG00000228477,ENSG00000228477,144.6,125.2,19.4,0.158,-2.7,0.0035,1,0.0081,67,39,37,52,93,405,27,15,20,25,10
ENSG00000268403,ENSG00000268403,48.2,34.6,13.6,0.393,-1.3,0.0035,1,0.0081,67,43,31,33,14,52,11,13,13,11,20
ENSG00000164879,CA3,270,262,8,0.03,-5,0.0035,1,0.0081,67,1196,35,31,11,37,17,4,8,5,6
ENSG00000170484,KRT74,79.6,73.2,6.4,0.091,-3.5,0.0035,1,0.0081,67,8,13,218,70,57,8,5,15,3,1
ENSG00000141026,MED9,859.4,588,271.4,0.462,-1.1,0.0035,1,0.0082,67,383,421,491,1100,545,320,283,309,229,216
ENSG00000279059,ENSG00000279059,238.8,156.8,82,0.521,-0.9,0.0035,1,0.0082,67,199,174,100,170,141,70,93,77,85,85
ENSG00000138074,SLC5A6,2513.4,1520.6,992.8,0.653,-0.6,0.0035,1,0.0082,67,1322,1326,1459,1375,2121,1138,926,923,948,1029
ENSG00000103642,LACTB,1732,626,1106,1.767,0.8,0.0035,1,0.0082,67,480,797,396,871,586,1237,1118,1010,1007,1158
ENSG00000136938,ANP32B,6621,2710,3911,1.443,0.5,0.0035,1,0.0082,67,2417,2893,2796,3083,2361,4442,4211,4155,3230,3517
ENSG00000175348,TMEM9B,2386.8,973.2,1413.6,1.452,0.5,0.0035,1,0.0082,68,897,1095,1072,871,931,1733,1350,1458,1249,1278
ENSG00000158623,COPG2,1404,892.8,511.2,0.573,-0.8,0.0035,1,0.0082,68,680,687,992,924,1181,630,455,413,421,637
ENSG00000268575,ENSG00000268575,314.2,98,216.2,2.208,1.1,0.0035,1,0.0082,68,125,70,143,104,48,205,225,226,237,188
ENSG00000172269,DPAGT1,2121.6,1360.4,761.2,0.56,-0.8,0.0035,1,0.0082,68,1319,1246,981,2172,1084,582,776,730,860,858
ENSG00000105173,CCNE1,279,196.4,82.6,0.421,-1.2,0.0036,1,0.0082,68,92,176,248,221,245,102,86,105,72,48
ENSG00000137040,RANBP6,1712.2,653.8,1058.4,1.618,0.7,0.0036,1,0.0082,68,547,801,502,717,702,1243,967,1225,1056,801
ENSG00000013563,DNASE1L1,1355.6,475.2,880.4,1.853,0.9,0.0036,1,0.0082,68,648,407,598,474,249,892,886,874,769,981
ENSG00000103269,RHBDL1,210.2,148.4,61.8,0.419,-1.3,0.0036,1,0.0082,68,78,114,242,112,196,63,75,64,48,59
ENSG00000254703,SENCR,114.4,25.4,89,3.466,1.8,0.0036,1,0.0082,68,45,23,35,4,20,82,103,69,69,122
ENSG00000141543,EIF4A3,4022.6,2457.8,1564.8,0.637,-0.7,0.0036,1,0.0082,68,1930,2247,2119,2735,3258,1604,1941,1426,1319,1534
ENSG00000170379,TCAF2,520.8,164.8,356,2.158,1.1,0.0036,1,0.0082,68,187,162,143,239,93,357,337,416,463,207
ENSG00000205808,PLPP6,451.8,295.4,156.4,0.53,-0.9,0.0036,1,0.0082,68,237,249,311,460,220,151,162,155,173,141
ENSG00000196139,AKR1C3,9409.4,9160.6,248.8,0.027,-5.2,0.0036,1,0.0082,68,752,352,10988,33494,217,312,109,546,206,71
ENSG00000132953,XPO4,2256.6,913.8,1342.8,1.469,0.6,0.0036,1,0.0082,68,817,1048,1021,775,908,1552,1261,1254,1490,1157
ENSG00000005486,RHBDD2,4980.4,3589.4,1391,0.388,-1.4,0.0036,1,0.0082,68,2121,2016,4577,7358,1875,1623,1430,1260,1400,1242
ENSG00000263412,NFE2L1-DT,29.6,21.6,8,0.379,-1.4,0.0036,1,0.0083,68,20,23,15,19,31,7,2,11,9,11
ENSG00000267244,ENSG00000267244,750,241.6,508.4,2.107,1.1,0.0036,1,0.0083,68,207,142,153,385,321,548,470,524,550,450
ENSG00000182141,ZNF708,698.8,235.2,463.6,1.972,1,0.0036,1,0.0083,68,146,224,169,257,380,518,506,456,426,412
ENSG00000265692,LINC01970,27.6,6.8,20.8,3.098,1.6,0.0036,1,0.0083,68,11,4,10,4,5,18,21,12,14,39
ENSG00000186174,BCL9L,8054.6,2864.4,5190.2,1.812,0.9,0.0036,1,0.0083,68,2963,2733,2906,4025,1695,5199,5074,5493,6641,3544
ENSG00000168350,DEGS2,127.2,107.2,20,0.188,-2.4,0.0036,1,0.0083,68,173,19,31,167,146,12,11,33,29,15
ENSG00000285230,RALY-AS1,277.8,197,80.8,0.412,-1.3,0.0036,1,0.0083,69,146,146,229,358,106,77,96,71,68,92
ENSG00000164902,PHAX,963.6,576.8,386.8,0.671,-0.6,0.0036,1,0.0083,69,542,682,577,497,586,357,374,398,391,414
ENSG00000073060,SCARB1,2294.2,1481,813.2,0.549,-0.9,0.0036,1,0.0083,69,1797,1594,1682,982,1350,731,785,669,618,1263
ENSG00000100906,NFKBIA,22921.6,6341.2,16580.4,2.615,1.4,0.0036,1,0.0083,69,5166,4749,5220,3543,13028,22681,12921,17453,8923,20924
ENSG00000150337,FCGR1A,1287.4,325.2,962.2,2.954,1.6,0.0036,1,0.0083,69,447,484,339,141,215,530,777,922,639,1943
ENSG00000108813,DLX4,255.6,183.6,72,0.392,-1.3,0.0036,1,0.0083,69,74,150,233,173,288,78,82,50,60,90
ENSG00000111863,ADTRP,756.2,128.4,627.8,4.854,2.3,0.0036,1,0.0083,69,114,287,57,62,122,733,652,1190,466,98
ENSG00000149809,TM7SF2,986.4,794.4,192,0.242,-2,0.0036,1,0.0083,69,373,370,471,353,2405,165,187,238,189,181
ENSG00000121743,GJA3,51.8,45.4,6.4,0.145,-2.8,0.0036,1,0.0083,69,7,21,40,91,68,1,8,6,2,15
ENSG00000001084,GCLC,5298.6,4341.4,957.2,0.221,-2.2,0.0036,1,0.0084,69,797,1286,3230,10012,6382,918,737,838,975,1318
ENSG00000260924,LINC01311,67,47.6,19.4,0.414,-1.3,0.0036,1,0.0084,69,61,25,52,46,54,13,25,29,14,16
ENSG00000085832,EPS15,4123.4,1659.6,2463.8,1.484,0.6,0.0036,1,0.0084,69,1680,1993,1809,1546,1270,2224,2223,2313,2625,2934
ENSG00000127884,ECHS1,2732.4,1655.6,1076.8,0.651,-0.6,0.0036,1,0.0084,69,1560,1522,2071,1171,1954,1049,1017,1048,1065,1205
ENSG00000197128,ZNF772,259.2,176.6,82.6,0.467,-1.1,0.0036,1,0.0084,69,203,169,112,122,277,87,83,83,65,95
ENSG00000135114,OASL,519.4,145.8,373.6,2.553,1.4,0.0037,1,0.0084,70,253,170,139,54,113,451,272,434,417,294
ENSG00000143185,XCL2,140.4,29.4,111,3.725,1.9,0.0037,1,0.0084,70,24,44,29,12,38,94,38,90,78,255
ENSG00000168411,RFWD3,2012.2,1304.6,707.6,0.543,-0.9,0.0037,1,0.0084,70,823,984,1555,2026,1135,580,732,755,774,697
ENSG00000148346,LCN2,1380.8,1259.6,121.2,0.096,-3.4,0.0037,1,0.0084,70,911,169,167,4479,572,117,247,120,57,65
ENSG00000115541,HSPE1,1066.8,752.6,314.2,0.418,-1.3,0.0037,1,0.0084,70,321,492,1028,617,1305,345,299,357,295,275
ENSG00000156735,BAG4,2069.2,1650.4,418.8,0.254,-2,0.0037,1,0.0084,70,321,918,1031,1943,4039,524,494,352,378,346
ENSG00000181472,ZBTB2,1309.6,504,805.6,1.597,0.7,0.0037,1,0.0084,70,461,633,460,410,556,900,703,942,848,635
ENSG00000235192,ENSG00000235192,65.2,17,48.2,2.867,1.5,0.0037,1,0.0084,70,19,12,7,22,25,27,33,47,79,55
ENSG00000112977,DAP,6553.4,4226,2327.4,0.551,-0.9,0.0037,1,0.0084,70,4024,6904,3000,4322,2880,2213,2693,1985,2478,2268
ENSG00000262333,HNRNPA1P16,97,67.6,29.4,0.434,-1.2,0.0037,1,0.0084,70,49,56,64,87,82,25,42,41,21,18
ENSG00000204386,NEU1,1070,650,420,0.646,-0.6,0.0037,1,0.0084,70,713,666,689,545,637,390,441,347,390,532
ENSG00000146143,PRIM2,575,421.6,153.4,0.365,-1.5,0.0037,1,0.0084,70,196,374,298,289,951,181,144,165,137,140
ENSG00000232855,ENSG00000232855,353.8,325,28.8,0.089,-3.5,0.0037,1,0.0084,70,49,22,93,939,522,44,13,26,25,36
ENSG00000198742,SMURF1,3946.4,2512.6,1433.8,0.571,-0.8,0.0037,1,0.0084,70,1818,1585,3033,3437,2690,1747,1461,1297,1394,1270
ENSG00000176092,CRYBG2,587,487.2,99.8,0.206,-2.3,0.0037,1,0.0085,70,225,145,491,1263,312,82,39,175,142,61
ENSG00000135297,MTO1,1423.2,555.8,867.4,1.56,0.6,0.0037,1,0.0085,70,578,586,498,645,472,667,781,858,1082,949
ENSG00000228278,ORM2,83.6,12.4,71.2,5.592,2.5,0.0037,1,0.0085,70,34,7,12,0,9,108,57,71,52,68
ENSG00000136824,SMC2,899,614.8,284.2,0.463,-1.1,0.0037,1,0.0085,70,270,627,702,824,651,304,210,365,339,203
ENSG00000140749,IGSF6,2439.4,563.6,1875.8,3.319,1.7,0.0037,1,0.0085,70,451,1318,524,184,341,1102,1606,1838,1800,3033
ENSG00000197275,RAD54B,64.2,48.8,15.4,0.316,-1.7,0.0037,1,0.0085,70,23,50,37,66,68,18,30,13,10,6
ENSG00000101843,PSMD10,1382,895.6,486.4,0.544,-0.9,0.0037,1,0.0085,71,469,839,1227,1124,819,528,457,526,487,434
ENSG00000083093,PALB2,715,455,260,0.571,-0.8,0.0037,1,0.0085,71,297,493,452,494,539,199,235,266,323,277
