name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A133.T,A134.T,A140.T,A144.T,A152.T,A133.N,A134.N,A140.N,A144.N,A152.N
ENSG00000242259,C22orf39,1505.2,795.6,709.6,0.892,-0.2,0.37,1,0.4396,6973,758,653,711,744,1112,686,639,797,708,718
ENSG00000243749,TMEM35B,27.4,11.8,15.6,1.376,0.5,0.37,1,0.4396,6973,7,12,26,10,4,13,7,23,18,17
ENSG00000092841,MYL6,25077.4,13398.4,11679,0.872,-0.2,0.37,1,0.4396,6974,14702,18205,13534,7895,12656,13561,11017,11625,10236,11956
ENSG00000213385,RPL7AP39,26,14.6,11.4,0.787,-0.3,0.37,1,0.4397,6977,18,11,15,14,15,5,11,20,12,9
ENSG00000272140,ENSG00000272140,126.6,57.4,69.2,1.204,0.3,0.37,1,0.4398,6978,82,57,52,32,64,77,70,64,71,64
ENSG00000236345,SCAT8,76.6,49,27.6,0.57,-0.8,0.37,1,0.44,6981,9,1,116,21,98,25,46,20,21,26
ENSG00000110344,UBE4A,3344,1521.6,1822.4,1.199,0.3,0.37,1,0.44,6983,1164,1040,1335,2927,1142,1734,1569,1769,1935,2105
ENSG00000168175,MAPK1IP1L,4248.6,2017.4,2231.2,1.106,0.1,0.37,1,0.4409,6997,1812,1798,1856,2318,2303,2886,2073,2142,1907,2148
ENSG00000187210,GCNT1,978.8,421.4,557.4,1.323,0.4,0.37,1,0.4409,6998,424,456,777,130,320,350,469,500,455,1013
ENSG00000135829,DHX9,9927.4,5236.4,4691,0.896,-0.2,0.37,1,0.4409,6999,3553,4752,6261,6060,5556,4727,4440,4804,5165,4319
ENSG00000182308,DCAF4L1,49.8,27.4,22.4,0.816,-0.3,0.37,1,0.4409,6999,33,38,33,17,16,19,24,23,26,20
ENSG00000111850,SMIM8,325,184.8,140.2,0.76,-0.4,0.37,1,0.441,7001,140,140,115,90,439,152,165,145,105,134
ENSG00000138459,SLC35A5,1436,664.6,771.4,1.161,0.2,0.37,1,0.4412,7004,563,745,770,859,386,627,802,700,750,978
ENSG00000111452,ADGRD1,682.4,284.8,397.6,1.395,0.5,0.37,1,0.4412,7005,503,244,506,93,78,300,263,440,499,486
ENSG00000113296,THBS4,228.8,134.2,94.6,0.7,-0.5,0.37,1,0.4412,7006,184,316,48,66,57,103,150,83,88,49
ENSG00000155530,LRGUK,94.2,59,35.2,0.595,-0.7,0.37,1,0.4413,7008,84,19,19,44,129,65,6,5,26,74
ENSG00000077097,TOP2B,7993.8,3685.4,4308.4,1.169,0.2,0.37,1,0.4413,7008,2670,3409,3851,2310,6187,4516,4150,4098,4447,4331
ENSG00000203876,ADD3-AS1,34,19.6,14.4,0.726,-0.5,0.37,1,0.4413,7010,44,21,16,8,9,13,26,13,9,11
ENSG00000137818,RPLP1,68700,31577.4,37122.6,1.176,0.2,0.37,1,0.4417,7016,18642,27889,25097,39386,46873,40514,37848,41190,33615,32446
ENSG00000119616,FCF1,1738.6,920.6,818,0.889,-0.2,0.37,1,0.4418,7018,773,783,968,1194,885,1028,650,862,804,746
ENSG00000140694,PARN,1424.2,758.4,665.8,0.878,-0.2,0.37,1,0.4418,7019,577,611,707,762,1135,699,636,742,627,625
ENSG00000092203,TOX4,3808.4,2000.2,1808.2,0.904,-0.1,0.37,1,0.4419,7021,1765,1459,2176,2227,2374,1795,1608,1856,1914,1868
ENSG00000239763,RPL21P118,76,42.8,33.2,0.769,-0.4,0.37,1,0.442,7023,74,33,45,44,18,51,18,30,26,41
ENSG00000167106,EEIG1,8132.4,3577.2,4555.2,1.274,0.3,0.37,1,0.4426,7032,2653,2511,6686,4064,1972,4899,5617,6005,4334,1921
ENSG00000273437,ENSG00000273437,56.8,25,31.8,1.266,0.3,0.37,1,0.4426,7034,45,24,23,18,15,27,26,43,42,21
ENSG00000267123,SCAT1,78.6,45,33.6,0.753,-0.4,0.37,1,0.4429,7038,42,48,26,83,26,58,23,24,45,18
ENSG00000184517,ZFP1,358.8,197.6,161.2,0.817,-0.3,0.37,1,0.4431,7041,188,170,307,178,145,181,126,177,230,92
ENSG00000141965,FEM1A,147.2,80,67.2,0.844,-0.2,0.37,1,0.4433,7046,63,78,66,79,114,56,72,63,79,66
ENSG00000185236,RAB11B,5500,2903,2597,0.895,-0.2,0.37,1,0.4436,7052,3348,3027,2383,3731,2026,2506,2528,2657,2593,2701
ENSG00000225808,DNAJC19P5,72.8,31.2,41.6,1.341,0.4,0.37,1,0.444,7057,16,14,53,51,22,68,44,38,27,31
ENSG00000130309,COLGALT1,10774.4,5085.4,5689,1.119,0.2,0.37,1,0.444,7059,5719,6297,5093,4802,3516,5192,5508,5218,5700,6827
ENSG00000179091,CYC1,4235.2,2223.6,2011.6,0.905,-0.1,0.37,1,0.4443,7063,1617,2160,2052,2735,2554,2073,1853,2077,2014,2041
ENSG00000075790,BCAP29,1395.8,732.6,663.2,0.905,-0.1,0.37,1,0.4447,7071,767,794,781,759,562,722,607,609,661,717
ENSG00000128016,ZFP36,60279.8,23488.4,36791.4,1.566,0.6,0.37,1,0.4448,7072,36803,4160,11567,3515,61397,49257,29630,34520,25909,44641
ENSG00000204438,GPANK1,205.4,95.2,110.2,1.161,0.2,0.37,1,0.4449,7074,106,97,93,73,107,102,125,91,114,119
ENSG00000114767,RRP9,881,466.2,414.8,0.89,-0.2,0.37,1,0.4453,7081,444,419,370,573,525,384,411,464,445,370
ENSG00000203993,ARRDC1-AS1,996.4,467.8,528.6,1.131,0.2,0.37,1,0.4455,7085,606,402,511,453,367,444,462,569,572,596
ENSG00000032389,EIPR1,1361.4,730.4,631,0.865,-0.2,0.37,1,0.4461,7095,440,575,965,703,969,610,691,664,575,615
ENSG00000171448,ZBTB26,659.8,353.6,306.2,0.867,-0.2,0.37,1,0.4462,7098,284,380,410,442,252,352,286,365,271,257
ENSG00000184207,PGP,1319.2,610.2,709,1.163,0.2,0.37,1,0.4463,7100,410,484,635,545,977,598,703,669,773,802
ENSG00000267796,LIN37,292.4,165,127.4,0.772,-0.4,0.37,1,0.4463,7100,183,117,98,76,351,113,122,112,156,134
ENSG00000049618,ARID1B,5913.8,2782.8,3131,1.125,0.2,0.37,1,0.4467,7107,2632,3897,1948,2429,3008,3381,2686,3218,3272,3098
ENSG00000146263,MMS22L,855.4,472.6,382.8,0.81,-0.3,0.37,1,0.4468,7108,197,396,453,439,878,439,384,383,386,322
ENSG00000203879,GDI1,11342,5419.2,5922.8,1.093,0.1,0.37,1,0.4476,7123,5717,5270,5055,6585,4469,6141,6274,5580,5833,5786
ENSG00000136754,ABI1,4808.2,2178.2,2630,1.208,0.3,0.37,1,0.4476,7123,1292,1687,2228,4221,1463,2968,2594,2449,2506,2633
ENSG00000131779,PEX11B,1171.6,619.8,551.8,0.89,-0.2,0.37,1,0.4476,7124,710,716,643,585,445,451,652,557,564,535
ENSG00000147649,MTDH,6264.4,2966.8,3297.6,1.112,0.2,0.37,1,0.4478,7127,2132,3303,3616,3364,2419,3404,3083,3286,3420,3295
ENSG00000135926,TMBIM1,9779.8,5220.8,4559,0.873,-0.2,0.37,1,0.4481,7132,5284,5629,6433,6016,2742,5050,4757,4290,4570,4128
ENSG00000101132,PFDN4,581.4,323,258.4,0.801,-0.3,0.37,1,0.4481,7133,99,400,449,308,359,324,222,246,244,256
ENSG00000147687,TATDN1,701.6,378,323.6,0.856,-0.2,0.37,1,0.4483,7135,217,374,369,428,502,402,347,302,269,298
ENSG00000203644,ENSG00000203644,370,165,205,1.243,0.3,0.37,1,0.4485,7139,70,124,218,273,140,218,177,213,192,225
ENSG00000148680,HTR7,174.4,111,63.4,0.576,-0.8,0.37,1,0.4488,7144,39,20,82,405,9,50,71,48,40,108
ENSG00000130023,ERMARD,1060.4,569.4,491,0.862,-0.2,0.38,1,0.4489,7146,560,768,314,565,640,529,588,449,454,435
ENSG00000187122,SLIT1,146,64.4,81.6,1.261,0.3,0.38,1,0.4489,7147,104,73,52,28,65,101,80,54,104,69
ENSG00000167377,ZNF23,90.6,41.6,49,1.176,0.2,0.38,1,0.4491,7151,44,35,48,33,48,46,42,53,63,41
ENSG00000198276,UCKL1,3360.8,1803,1557.8,0.864,-0.2,0.38,1,0.4492,7152,1779,1384,1476,1305,3071,1541,1516,1650,1557,1525
ENSG00000083812,ZNF324,735.6,344.8,390.8,1.134,0.2,0.38,1,0.4493,7156,317,288,364,311,444,400,432,357,454,311
ENSG00000136122,BORA,367.6,199.4,168.2,0.845,-0.2,0.38,1,0.4493,7156,109,193,194,261,240,151,160,173,196,161
ENSG00000124019,FAM124B,136,79.4,56.6,0.707,-0.5,0.38,1,0.4494,7158,168,58,124,19,28,37,69,54,55,68
ENSG00000115919,KYNU,2577.2,1059.4,1517.8,1.433,0.5,0.38,1,0.4495,7160,943,481,273,3054,546,2056,1520,1208,1008,1797
ENSG00000067334,DNTTIP2,3262.6,1785.2,1477.4,0.828,-0.3,0.38,1,0.4496,7162,881,1207,2935,1831,2072,2016,1310,1460,1261,1340
ENSG00000117586,TNFSF4,425.8,254.6,171.2,0.671,-0.6,0.38,1,0.4498,7166,61,755,246,126,85,179,245,173,161,98
ENSG00000004961,HCCS,842.2,457.4,384.8,0.842,-0.2,0.38,1,0.45,7170,248,441,355,753,490,381,375,381,364,423
ENSG00000123240,OPTN,3976.6,2158.4,1818.2,0.842,-0.2,0.38,1,0.4507,7181,1973,3061,1416,2967,1375,1648,1322,2081,2434,1606
ENSG00000182154,MRPL41,1683.2,782.4,900.8,1.151,0.2,0.38,1,0.4507,7182,1143,671,564,907,627,904,809,910,1142,739
ENSG00000106588,PSMA2,340.8,154.8,186,1.201,0.3,0.38,1,0.4508,7183,99,182,142,153,198,210,196,221,201,102
ENSG00000230148,HOXB-AS1,165.6,67.6,98,1.444,0.5,0.38,1,0.4509,7185,95,105,26,47,65,121,34,127,185,23
ENSG00000144567,RETREG2,6095.6,2811.6,3284,1.168,0.2,0.38,1,0.451,7187,2756,2682,4435,2786,1399,3126,3235,3509,3300,3250
ENSG00000048991,R3HDM1,2196.2,1165.2,1031,0.885,-0.2,0.38,1,0.4515,7196,864,1008,1005,1299,1650,1166,1100,881,1041,967
ENSG00000139722,VPS37B,3036.8,1399.6,1637.2,1.17,0.2,0.38,1,0.4518,7201,1189,925,2188,1743,953,1872,1597,1843,1451,1423
ENSG00000265743,LINC02978,84.8,34,50.8,1.468,0.6,0.38,1,0.4518,7202,74,42,31,19,4,23,52,39,51,89
ENSG00000160959,LRRC14,2089,1095,994,0.908,-0.1,0.38,1,0.4522,7210,1144,997,879,1077,1378,941,979,1095,1051,904
ENSG00000163479,SSR2,9680.4,4623.2,5057.2,1.094,0.1,0.38,1,0.4523,7211,4453,5509,4312,5108,3734,5622,5013,5024,4836,4791
ENSG00000106772,PRUNE2,367.8,226,141.8,0.625,-0.7,0.38,1,0.4524,7213,586,311,121,22,90,76,189,152,45,247
ENSG00000068354,TBC1D25,1764,819.8,944.2,1.152,0.2,0.38,1,0.4524,7214,788,657,662,1361,631,954,855,985,992,935
ENSG00000272269,NUP153-AS1,33,18.2,14.8,0.802,-0.3,0.38,1,0.4525,7216,10,27,19,19,16,11,18,21,9,15
ENSG00000084092,NOA1,1828.8,1006,822.8,0.818,-0.3,0.38,1,0.4526,7218,571,569,801,1828,1261,762,859,827,702,964
ENSG00000205060,SLC35B4,1443,762.8,680.2,0.891,-0.2,0.38,1,0.4531,7227,753,927,906,653,575,568,802,648,715,668
ENSG00000151552,QDPR,805.2,433.4,371.8,0.858,-0.2,0.38,1,0.4531,7227,586,454,427,396,304,539,305,357,379,279
ENSG00000266472,MRPS21,2489.2,1310,1179.2,0.9,-0.2,0.38,1,0.4531,7228,1190,1379,928,1493,1560,1261,1194,1163,1005,1273
ENSG00000225313,ENSG00000225313,472.2,203.4,268.8,1.322,0.4,0.38,1,0.4532,7230,205,190,171,207,244,219,203,126,131,665
ENSG00000139160,ETFBKMT,176,96.4,79.6,0.828,-0.3,0.38,1,0.4533,7233,116,92,51,133,90,76,83,71,66,102
ENSG00000232774,LINC03033,62.8,34.6,28.2,0.809,-0.3,0.38,1,0.4533,7233,49,43,25,26,30,38,39,18,26,20
ENSG00000163848,ZNF148,2500,1356.4,1143.6,0.844,-0.2,0.38,1,0.4533,7234,671,1230,2011,1810,1060,1324,1042,1109,1262,981
ENSG00000230487,PSMG3-AS1,535.4,291.6,243.8,0.837,-0.3,0.38,1,0.4537,7240,354,191,452,273,188,197,245,284,220,273
ENSG00000273893,ENSG00000273893,30,17.4,12.6,0.708,-0.5,0.38,1,0.4544,7252,34,18,12,3,20,5,12,12,23,11
ENSG00000229127,KANSL1L-AS1,85.2,47,38.2,0.815,-0.3,0.38,1,0.4546,7256,52,42,71,21,49,38,32,47,35,39
ENSG00000135722,FBXL8,641.8,347,294.8,0.851,-0.2,0.38,1,0.4547,7258,359,234,369,489,284,185,295,329,333,332
ENSG00000141510,TP53,3483.8,1997.6,1486.2,0.744,-0.4,0.38,1,0.4552,7266,1415,2944,3568,334,1727,1037,1441,1680,1529,1744
ENSG00000164897,TMUB1,1939.2,1025.2,914,0.892,-0.2,0.38,1,0.4552,7266,911,754,1264,942,1255,770,888,1035,1019,858
ENSG00000264112,ENSG00000264112,1929.8,1088.8,841,0.773,-0.4,0.38,1,0.4553,7268,863,576,524,880,2601,1046,987,723,689,760
ENSG00000235241,ENSG00000235241,28.6,12.6,16,1.243,0.3,0.38,1,0.4555,7273,15,11,5,15,17,17,11,19,12,21
ENSG00000262468,LINC01569,239.2,135.4,103.8,0.769,-0.4,0.38,1,0.4557,7275,174,48,169,207,79,127,95,134,60,103
ENSG00000185267,CDNF,70.8,41,29.8,0.739,-0.4,0.38,1,0.4557,7276,52,22,48,68,15,50,39,28,16,16
ENSG00000229644,NAMPTP1,179.8,65.8,114,1.724,0.8,0.38,1,0.4557,7276,66,88,52,6,117,209,172,75,2,112
ENSG00000119396,RAB14,4981.2,2382.2,2599,1.091,0.1,0.38,1,0.4558,7278,1911,2559,2520,2806,2115,2824,2597,2542,2416,2616
ENSG00000221949,LINC01465,43.2,19.4,23.8,1.243,0.3,0.38,1,0.4558,7278,13,21,22,29,12,15,31,22,18,33
ENSG00000236397,DDX11L2,123,46.6,76.4,1.642,0.7,0.38,1,0.4558,7280,85,27,67,12,42,154,21,23,11,173
ENSG00000168395,ING5,2903.6,1538.4,1365.2,0.888,-0.2,0.38,1,0.4566,7293,1693,1343,2046,1567,1043,1317,1316,1638,1419,1136
ENSG00000100216,TOMM22,2937.6,1579.2,1358.4,0.86,-0.2,0.38,1,0.4568,7296,761,1337,1949,1763,2086,1439,1275,1386,1301,1391
ENSG00000255893,ENSG00000255893,82.8,31.8,51,1.595,0.7,0.38,1,0.4569,7299,8,67,67,8,9,17,97,75,36,30
ENSG00000257261,SLC38A4-AS1,62,35.2,26.8,0.764,-0.4,0.38,1,0.457,7300,53,32,55,22,14,40,30,30,18,16
ENSG00000247363,NUP107-DT,23.8,10.4,13.4,1.355,0.4,0.38,1,0.457,7302,10,6,22,4,10,14,15,21,12,5
ENSG00000089902,RCOR1,4102.8,1866.8,2236,1.198,0.3,0.38,1,0.4572,7305,1370,958,1409,2713,2884,2704,2194,1934,2179,2169
ENSG00000188234,AGAP4,753,336.6,416.4,1.235,0.3,0.38,1,0.4573,7307,536,303,293,138,413,472,485,373,259,493
ENSG00000136877,FPGS,3164.6,1499,1665.6,1.111,0.2,0.38,1,0.4574,7309,1979,1477,1510,1419,1110,1729,1744,1835,1657,1363
ENSG00000213199,ASIC3,389.8,224.4,165.4,0.741,-0.4,0.38,1,0.4576,7313,172,119,186,550,95,179,195,202,170,81
ENSG00000160050,CCDC28B,370.6,203.6,167,0.82,-0.3,0.38,1,0.4577,7315,225,291,236,88,178,165,173,203,175,119
ENSG00000055130,CUL1,4336.6,2063.4,2273.2,1.102,0.1,0.38,1,0.4579,7318,1627,1739,2366,2438,2147,2269,1906,2502,2404,2285
ENSG00000101391,CDK5RAP1,2487.6,1174.2,1313.4,1.119,0.2,0.38,1,0.4583,7325,1034,831,1193,1625,1188,1439,1331,1305,1316,1176
ENSG00000131381,RBSN,2224.8,1054.6,1170.2,1.109,0.1,0.38,1,0.4586,7331,1295,1079,1149,794,956,1320,1252,1168,1155,956
ENSG00000250251,PKD1P6,429.2,197.8,231.4,1.17,0.2,0.38,1,0.4587,7333,154,211,194,266,164,230,320,185,240,182
ENSG00000167785,ZNF558,2170.6,1185.4,985.2,0.831,-0.3,0.38,1,0.4588,7334,961,1173,897,2240,656,1019,1152,1030,934,791
ENSG00000139266,MARCHF9,1810.4,960.4,850,0.885,-0.2,0.39,1,0.4588,7336,983,831,1119,884,985,758,1042,971,942,537
ENSG00000162378,ZYG11B,1572.8,746.2,826.6,1.108,0.1,0.39,1,0.4589,7337,715,878,815,793,530,872,865,765,802,829
ENSG00000159352,PSMD4,5602.4,2944.2,2658.2,0.903,-0.1,0.39,1,0.459,7340,2269,2568,3041,3877,2966,2452,2387,2784,2600,3068
ENSG00000171530,TBCA,2073.8,1087.4,986.4,0.907,-0.1,0.39,1,0.4592,7344,794,1183,1087,1219,1154,1024,994,990,841,1083
ENSG00000166200,COPS2,2817.4,1536,1281.4,0.834,-0.3,0.39,1,0.4592,7344,623,1603,1623,2111,1720,1852,1156,1150,1142,1107
ENSG00000188229,TUBB4B,9029,4207,4822,1.146,0.2,0.39,1,0.4593,7347,3267,3162,4966,6104,3536,6148,5349,4156,4129,4328
ENSG00000223501,VPS52,2217.8,1063.6,1154.2,1.085,0.1,0.39,1,0.4598,7355,1012,980,1137,1042,1147,1007,1242,1138,1100,1284
ENSG00000157954,WIPI2,5087.6,2447.6,2640,1.079,0.1,0.39,1,0.4603,7363,2417,2498,2260,2393,2670,2808,2794,2314,2832,2452
ENSG00000072803,FBXW11,2456,1178.6,1277.4,1.083,0.1,0.39,1,0.4608,7373,1205,1355,1123,1045,1165,1174,1239,1247,1387,1340
ENSG00000164938,TP53INP1,5475.2,2934,2541.2,0.866,-0.2,0.39,1,0.4609,7375,3821,3545,2064,1730,3510,2171,2389,2479,2588,3079
ENSG00000154099,DNAAF1,199.6,126.6,73,0.574,-0.8,0.39,1,0.4609,7376,434,28,63,23,85,28,77,28,24,208
ENSG00000140006,WDR89,414.8,190.6,224.2,1.175,0.2,0.39,1,0.461,7377,174,193,205,204,177,214,238,310,238,121
ENSG00000161904,LEMD2,5406.8,2608,2798.8,1.073,0.1,0.39,1,0.461,7378,2625,2685,2447,2745,2538,3026,2827,2801,2800,2540
ENSG00000234028,EIF2AK3-DT,176,96.4,79.6,0.829,-0.3,0.39,1,0.4611,7380,98,72,98,93,121,122,74,90,47,65
ENSG00000075413,MARK3,5990.6,3158.4,2832.2,0.897,-0.2,0.39,1,0.4616,7387,3487,2375,2387,3854,3689,2725,2615,2580,3045,3196
ENSG00000128951,DUT,1898.4,999.8,898.6,0.899,-0.2,0.39,1,0.4626,7405,813,1043,895,1234,1014,1031,840,1031,905,686
ENSG00000113719,ERGIC1,6981.2,3206.4,3774.8,1.177,0.2,0.39,1,0.4626,7405,4493,4166,3500,1998,1875,4975,3680,3323,3262,3634
ENSG00000070010,UFD1,3867.2,2084.4,1782.8,0.856,-0.2,0.39,1,0.4626,7406,1344,1321,1918,2690,3149,2179,1613,1845,1666,1611
ENSG00000071859,FAM50A,3522.4,1834,1688.4,0.92,-0.1,0.39,1,0.4628,7408,1811,2117,1623,2044,1575,1714,1561,1667,1644,1856
ENSG00000229647,MYOSLID,42.6,26,16.6,0.651,-0.6,0.39,1,0.4631,7414,12,13,30,73,2,15,12,13,12,31
ENSG00000112249,ASCC3,2760.6,1281,1479.6,1.155,0.2,0.39,1,0.4632,7416,790,1330,1010,1255,2020,1721,1220,1547,1506,1404
ENSG00000204308,RNF5,769.4,407.2,362.2,0.89,-0.2,0.39,1,0.4634,7420,397,346,485,329,479,386,335,312,373,405
ENSG00000135048,CEMIP2,6264.2,2893.4,3370.8,1.165,0.2,0.39,1,0.4634,7421,3019,3764,2912,1548,3224,4649,2843,3251,2440,3671
ENSG00000185304,RGPD2,95.6,59.6,36,0.601,-0.7,0.39,1,0.4635,7423,7,68,53,15,155,36,75,13,6,50
ENSG00000127666,TICAM1,1923.8,865.2,1058.6,1.224,0.3,0.39,1,0.4638,7428,643,803,609,1801,470,1143,902,1025,1062,1161
ENSG00000014824,SLC30A9,2160,1137,1023,0.9,-0.2,0.39,1,0.464,7432,998,1362,1398,971,956,1236,1073,925,971,910
ENSG00000182504,CEP97,937,517.4,419.6,0.812,-0.3,0.39,1,0.4656,7460,237,303,640,922,485,352,419,406,499,422
ENSG00000002745,WNT16,65.2,39,26.2,0.671,-0.6,0.39,1,0.4657,7462,60,15,16,52,52,4,23,39,11,54
ENSG00000205746,PKD1P4,229,100.4,128.6,1.282,0.4,0.39,1,0.466,7467,82,68,145,66,141,71,89,235,91,157
ENSG00000175221,MED16,2847.8,1488,1359.8,0.914,-0.1,0.39,1,0.4664,7473,1721,1162,1452,1647,1458,1226,1510,1352,1246,1465
ENSG00000164944,VIRMA,3033.2,1588.8,1444.4,0.909,-0.1,0.39,1,0.4664,7474,1199,1634,1972,1621,1518,1436,1305,1409,1681,1391
ENSG00000253667,ENSG00000253667,85.2,49.4,35.8,0.732,-0.4,0.39,1,0.4665,7476,13,24,34,101,75,43,37,35,38,26
ENSG00000260588,ENSG00000260588,54,30.4,23.6,0.799,-0.3,0.39,1,0.4667,7479,19,17,40,51,25,20,26,23,32,17
ENSG00000084093,REST,2598.8,1396.4,1202.4,0.861,-0.2,0.39,1,0.4668,7481,732,1106,1544,1589,2011,1281,1221,1176,1334,1000
ENSG00000102760,RGCC,2304.8,1301.4,1003.4,0.771,-0.4,0.39,1,0.467,7486,2083,1638,1574,603,609,2001,785,843,741,647
ENSG00000014164,ZC3H3,1613.2,762.8,850.4,1.115,0.2,0.39,1,0.4671,7489,761,679,587,870,917,752,902,1005,906,687
ENSG00000101166,PRELID3B,2125,1172.6,952.4,0.813,-0.3,0.39,1,0.4673,7491,461,996,2277,1150,979,1136,866,1028,919,813
ENSG00000119041,GTF3C3,2301.6,1227.4,1074.2,0.876,-0.2,0.39,1,0.4675,7495,777,844,1433,1505,1578,1123,1019,1102,1026,1101
ENSG00000250571,GLI4,1464.4,686.2,778.2,1.134,0.2,0.39,1,0.4675,7497,813,571,445,708,894,680,841,698,815,857
ENSG00000187713,TMEM203,1313.2,625.4,687.8,1.1,0.1,0.39,1,0.4677,7499,563,729,594,671,570,597,728,749,750,615
ENSG00000073417,PDE8A,2148.2,1157.6,990.6,0.855,-0.2,0.39,1,0.4677,7501,1557,1037,674,956,1564,1278,1078,742,802,1053
ENSG00000159917,ZNF235,423.8,190.6,233.2,1.224,0.3,0.39,1,0.4678,7503,176,179,176,81,341,191,254,242,242,237
ENSG00000100038,TOP3B,60.4,26,34.4,1.339,0.4,0.39,1,0.4679,7504,12,10,14,52,42,37,36,34,28,37
ENSG00000271601,LIX1L,1906,859.4,1046.6,1.216,0.3,0.39,1,0.468,7506,1367,1245,710,616,359,915,1066,1122,1195,935
ENSG00000165322,ARHGAP12,1608,764.6,843.4,1.103,0.1,0.39,1,0.468,7507,646,728,628,939,882,925,809,810,854,819
ENSG00000129657,SEC14L1,9009.2,4198,4811.2,1.146,0.2,0.39,1,0.4684,7513,5202,4103,4248,2501,4936,6294,5090,3786,3753,5133
ENSG00000173653,RCE1,1285.6,677,608.6,0.899,-0.2,0.39,1,0.4684,7514,612,583,631,654,905,709,556,614,531,633
ENSG00000164406,LEAP2,118.8,52.2,66.6,1.268,0.3,0.39,1,0.4684,7514,87,57,45,55,17,52,86,60,81,54
ENSG00000168081,PNOC,181,107,74,0.691,-0.5,0.39,1,0.4685,7517,229,112,115,10,69,53,56,126,64,71
ENSG00000140153,WDR20,1451.2,680.8,770.4,1.132,0.2,0.39,1,0.4686,7519,628,503,599,657,1017,832,701,824,830,665
ENSG00000087095,NLK,1106.2,582.4,523.8,0.9,-0.2,0.39,1,0.4689,7525,539,659,648,420,646,498,495,583,506,537
ENSG00000162819,BROX,2464.8,1118,1346.8,1.205,0.3,0.4,1,0.4695,7534,728,928,1209,2114,611,1555,1387,1129,1426,1237
ENSG00000143543,JTB,1027.2,541.4,485.8,0.897,-0.2,0.4,1,0.4699,7541,478,606,416,544,663,453,495,555,487,439
ENSG00000174227,PIGG,4517,2153.6,2363.4,1.098,0.1,0.4,1,0.4699,7543,2175,2013,2168,2720,1692,1998,2647,2281,2518,2373
ENSG00000139914,FITM1,34.2,14.8,19.4,1.293,0.4,0.4,1,0.4699,7543,33,13,8,6,14,18,20,18,21,20
ENSG00000103253,HAGHL,558,303.2,254.8,0.84,-0.3,0.4,1,0.47,7546,262,335,306,159,454,196,309,305,238,226
ENSG00000248323,LUCAT1,636.8,371,265.8,0.717,-0.5,0.4,1,0.47,7546,272,188,908,381,106,185,330,153,188,473
ENSG00000280670,CCDC163,478.6,294.4,184.2,0.627,-0.7,0.4,1,0.4701,7547,303,114,360,44,651,203,39,447,49,183
ENSG00000106245,BUD31,1352.4,722.2,630.2,0.873,-0.2,0.4,1,0.4704,7553,448,580,939,740,904,769,583,645,534,620
ENSG00000120708,TGFBI,19037.2,8355.8,10681.4,1.278,0.4,0.4,1,0.4712,7567,6549,16465,4465,11126,3174,10792,10125,7303,10919,14268
ENSG00000168813,ZNF507,1686.8,798.8,888,1.112,0.2,0.4,1,0.4712,7567,703,794,857,735,905,960,879,1005,993,603
ENSG00000156042,CFAP70,227.4,123.8,103.6,0.838,-0.3,0.4,1,0.4716,7573,150,86,82,139,162,134,78,91,97,118
ENSG00000188779,SKOR1,84.8,46.8,38,0.81,-0.3,0.4,1,0.4717,7576,35,46,49,54,50,68,29,41,34,18
ENSG00000130748,TMEM160,327,149.8,177.2,1.181,0.2,0.4,1,0.4717,7577,116,214,157,102,160,130,187,220,199,150
ENSG00000214279,SCART1,633.2,283.4,349.8,1.233,0.3,0.4,1,0.4719,7579,406,249,187,424,151,425,335,466,327,196
ENSG00000144134,RABL2A,1050.8,566.6,484.2,0.855,-0.2,0.4,1,0.4722,7584,583,376,930,561,383,478,459,593,453,438
ENSG00000160075,SSU72,5519,2617.2,2901.8,1.109,0.1,0.4,1,0.4722,7585,2429,2221,3806,2289,2341,3028,2623,2960,2798,3100
ENSG00000107819,SFXN3,4672.4,2050.2,2622.2,1.278,0.4,0.4,1,0.4724,7588,3012,3955,1611,871,802,2830,2560,2406,2399,2916
ENSG00000277701,ENSG00000277701,27.4,11.4,16,1.36,0.4,0.4,1,0.4725,7591,26,12,7,8,4,26,18,18,11,7
ENSG00000148200,NR6A1,382.6,215.4,167.2,0.776,-0.4,0.4,1,0.4725,7592,245,156,156,81,439,157,222,108,146,203
ENSG00000171311,EXOSC1,1258.4,597.4,661,1.106,0.1,0.4,1,0.4726,7593,577,576,654,526,654,561,567,704,640,833
ENSG00000111716,LDHB,1138.4,619,519.4,0.84,-0.3,0.4,1,0.4731,7602,302,580,618,632,963,531,618,632,469,347
ENSG00000123685,BATF3,271,123.8,147.2,1.189,0.2,0.4,1,0.4735,7610,163,133,153,65,105,180,135,144,144,133
ENSG00000146909,NOM1,1960.4,1049.6,910.8,0.869,-0.2,0.4,1,0.4741,7619,736,644,1020,1326,1522,868,949,893,950,894
ENSG00000095951,HIVEP1,2706.8,1497.4,1209.4,0.808,-0.3,0.4,1,0.4741,7619,1079,1432,867,965,3144,1607,1163,1428,972,877
ENSG00000168461,RAB31,9380.8,4237.4,5143.4,1.214,0.3,0.4,1,0.4747,7630,3885,8277,2147,2864,4014,5711,5343,4154,4347,6162
